Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6Wgst4P9SOnc6WGLtfTb1z,"How Long","Five-A-Side","Ace",1974-01-01,204226,68,false,rwinj,2025-04-22T13:25:50Z,"yacht rock,soft rock","Cavalcade Records Ltd",0.717,0.406,0,-13.954,0,0.0305,0.587,0.103,0.0869,0.703,123.213,4
spotify:track:4RqUEAv0YXitpXVDbf6nD7,"The Motorcycle Song","Alice's Restaurant","Arlo Guthrie",1967-08-28,170933,39,false,rwinj,2025-04-30T04:32:14Z,"folk,singer-songwriter,folk rock","Warner Records",0.428,0.392,6,-14.087,1,0.0384,0.695,0.000146,0.0953,0.602,152.822,4
spotify:track:6zgQ1tGvESL1hxPLnUdY82,"House We Used to Live In","Greatest Hits... Revisited","The Smithereens",2019-10-25,244173,29,false,rwinj,2025-04-30T20:39:53Z,"power pop,jangle pop,new wave","The Smithereens Record Label",0.451,0.863,8,-7.622,1,0.0326,0.00424,0.000142,0.33,0.675,139.764,4
spotify:track:6qYq6JxCTwtd3jAonVrdkF,"Garbageman","Songs The Lord Taught Us","The Cramps",1980,217026,44,false,rwinj,2025-05-01T03:50:51Z,"psychobilly,horror punk,rockabilly,deathrock,punk,proto-punk,gothic rock","EMI Records",0.56,0.966,11,-9.498,0,0.0634,0.0425,0.0967,0.168,0.389,138.874,4
spotify:track:4fhGlJhz17kmYCWqM3rKWz,"Ripeness - Alternative Version","Porcupine (Expanded; 2004 Remaster)","Echo & the Bunnymen",1983-02-04,282360,14,false,rwinj,2025-05-01T23:47:46Z,"new wave,post-punk,gothic rock,darkwave","Rhino/Warner Records",0.331,0.854,4,-7.682,0,0.0519,0.00905,0.808,0.0741,0.654,145.602,4
spotify:track:3PVVqlxFpXmU46iqAVG4Jg,"I Started Something I Couldn't Finish - 2011 Remaster","Strangeways Here We Come","The Smiths",1987-09-28,227533,57,false,rwinj,2025-05-06T22:36:19Z,"new wave,madchester,jangle pop","WM UK",0.581,0.851,6,-5.723,0,0.0336,0.112,0.00539,0.0375,0.703,135.155,4
spotify:track:4Vtl42qX97JBj68TKifBHR,"Bargain","Who's Next (Deluxe Edition)","The Who",1971-08-14,333586,52,false,rwinj,2025-05-10T00:59:09Z,"classic rock,rock","Polydor Records",0.452,0.888,3,-7.994,1,0.054,0.0169,0.00341,0.17,0.336,133.883,4
spotify:track:4nuSRdNGKLfbwXDaqexTd2,"Head Down","Superunknown (20th Anniversary)","Soundgarden",1994-03-09,369773,50,false,rwinj,2025-05-14T19:13:38Z,"grunge,post-grunge,hard rock","A&M",0.413,0.825,5,-6.347,0,0.0346,0.000135,0.252,0.108,0.565,83.185,4
spotify:track:0FqMZmwe9qJ3nR5FuYpyoY,"Same Ol' Situation (S.O.S.)","Dr. Feelgood","Mötley Crüe",1989,252906,1,false,rwinj,2025-05-14T19:17:37Z,"glam metal,hard rock,glam rock","Mötley Records",0.495,0.986,2,-3.161,1,0.131,0.0319,0.0000183,0.725,0.245,139.703,4
spotify:track:5AzpZ5ADn1AFPxcEBd2Ugf,"Don't Do Me Like That","Damn The Torpedoes (Deluxe Edition)","Tom Petty and the Heartbreakers",1979-10-19,161786,67,false,rwinj,2025-05-16T16:14:37Z,"classic rock","Geffen",0.758,0.806,0,-4.243,1,0.0279,0.213,0.0000152,0.0983,0.962,116.543,4
spotify:track:1mMYaXpT65iZDtvfRA9EkE,"Fresh","Emergency (Reissue)","Kool & The Gang",1984-11-15,266560,72,false,rwinj,2025-05-16T16:26:17Z,"disco,funk","Mercury Records",0.838,0.381,11,-16.867,0,0.0351,0.00912,0.0988,0.0364,0.95,117.708,4
spotify:track:5XtyytAig4m3HkO2XXaL9l,"Rearviewmirror - Remastered","Vs.","Pearl Jam",1993-10-19,283466,62,true,rwinj,2025-05-17T01:13:12Z,"grunge,rock,post-grunge","Epic/Legacy",0.374,0.961,11,-5.387,0,0.0656,0.00146,0.00036,0.351,0.437,158.862,4
spotify:track:608xszaAxVh4m7NcKJiAbF,"One of These Nights - 2013 Remaster","One of These Nights (2013 Remaster)","Eagles",1975-06-10,291685,79,false,rwinj,2025-05-23T01:52:19Z,"classic rock,yacht rock,soft rock","Rhino/Elektra",0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061,4
spotify:track:0EOTFIX60ua9qt8pel84tA,"Lonesome Loser - Remastered 2022","First Under The Wire (Remastered 2022)","Little River Band",1979-07-01,241374,67,false,rwinj,2025-05-23T03:37:07Z,"yacht rock,soft rock","CAPITOL CATALOG MKT (C92)",0.453,0.59,0,-7.77,1,0.0248,0.0613,0,0.29,0.434,109.919,4
spotify:track:5V9bsImhPlSOThirjfLLU1,"Back Where You Belong","Tour De Force","38 Special",1984-01-01,269693,52,false,rwinj,2025-05-25T15:16:39Z,"southern rock,classic rock,aor","A&M",0.505,0.543,7,-13.52,1,0.0325,0.013,0.0000507,0.05,0.909,124.748,4
spotify:track:7Lv0xaP62AvXC6U2KOY7kz,"Body Electric","Body and Soul - EP","Sisters of Mercy",1984,258612,20,false,rwinj,2025-05-27T03:37:21Z,"gothic rock,darkwave,post-punk,deathrock,cold wave,new wave,gothic metal","WM UK",0.494,0.862,10,-8.995,1,0.0425,0.0000128,0.831,0.0485,0.773,157.818,4
spotify:track:7HeepmHMM5uUx8m0OkjNbd,"Thieves like Us - 2020 Digital Master","Thieves Like Us","New Order",1984-04-01,398573,32,false,rwinj,2025-05-27T04:07:36Z,"new wave,synthpop,post-punk,madchester","WM UK",0.647,0.728,0,-7.248,1,0.0282,0.00256,0.00177,0.0787,0.838,113.364,4
spotify:track:62ZYyXIsHVX5xVUj80arVu,"The Book of Love","69 Love Songs","The Magnetic Fields",1999-09-14,162413,60,false,rwinj,2025-05-28T03:11:17Z,"anti-folk","Merge Records",0.485,0.262,7,-13.286,1,0.0263,0.978,0.0000599,0.117,0.332,98.536,4
spotify:track:22reYeFPVc6i15XGmbUs7i,"Washington D.C.","69 Love Songs","The Magnetic Fields",1999-09-14,113173,32,false,rwinj,2025-05-28T03:11:41Z,"anti-folk","Merge Records",0.486,0.559,7,-5.882,1,0.136,0.86,0.00000101,0.322,0.861,94.928,4
spotify:track:758wEKVqfYopJIHYWdLVd4,"I Wanna Be Adored - Remastered 2009","The Stone Roses","The Stone Roses",1989-05-02,292800,72,false,rwinj,2025-05-29T21:30:12Z,"madchester,britpop","Sony Music UK",0.494,0.862,4,-9.158,0,0.0273,0.012,0.213,0.228,0.59,112.596,4
spotify:track:6NvRxjfYkkT2SpirAlmsjH,"No One Knows","Songs For The Deaf","Queens of the Stone Age",2002,278706,71,false,rwinj,2025-06-01T14:27:09Z,"stoner rock,alternative rock","Interscope",0.507,0.588,0,-4.881,1,0.0641,0.0359,0.000129,0.373,0.637,170.889,4
spotify:track:42wVwmI5Vt9H5hwcXHg59E,"Natural's Not In It","Entertainment!","Gang Of Four",1979-09-25,186493,45,false,rwinj,2025-06-01T14:28:35Z,"post-punk,new wave,proto-punk,funk rock,punk","Matador",0.765,0.867,0,-5.401,1,0.243,0.0642,0.011,0.017,0.859,161.529,4
spotify:track:5p3JunprHCxClJjOmcLV8G,"Walk On the Wild Side","Transformer","Lou Reed",1972-12-01,254173,75,false,rwinj,2025-06-01T14:29:25Z,"glam rock,proto-punk","RCA/Legacy",0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,4
spotify:track:4TDLfAmx45EpSiQYG6hCzT,"Dirty Blvd.","New York","Lou Reed",1989-01-10,209266,53,false,rwinj,2025-06-01T14:30:11Z,"glam rock,proto-punk","Warner Records",0.711,0.412,2,-13.873,1,0.0659,0.308,0.00126,0.0882,0.849,123.35,4
spotify:track:14g6foD6sxO1qgkDKuPgWv,"Swingin Party - 2008 Remaster","Tim (Expanded)","The Replacements",1985,233573,59,false,rwinj,2025-06-01T14:32:45Z,"power pop,jangle pop","Rhino/Warner Records",0.647,0.69,6,-8.657,0,0.0454,0.0224,0,0.147,0.682,117.514,4
spotify:track:7jIAttgQTpLDoNtykIQXjH,"Blister In The Sun","Violent Femmes","Violent Femmes",1983-01-01,145706,73,false,rwinj,2025-06-01T14:36:11Z,"folk punk","Craft Recordings",0.726,0.537,0,-8.896,1,0.114,0.316,0,0.0707,0.882,96.889,4
spotify:track:3EYOJ48Et32uATr9ZmLnAo,"Roxanne","Outlandos D'Amour (Remastered 2003)","The Police",1978-11-02,191946,82,false,rwinj,2025-06-01T14:36:21Z,"","Polydor Records",0.618,0.748,0,-8.905,1,0.358,0.0384,0.0000041,0.0473,0.663,134.114,4
spotify:track:34Rt8Ti2OAsA8s39rLgyML,"Love Is The Drug","Roxy Music Collection","Roxy Music",2004-01-01,248645,45,false,rwinj,2025-06-01T14:36:54Z,"glam rock,art rock","EMI Gold",0.839,0.73,2,-6.072,1,0.0809,0.0477,0.00792,0.0305,0.596,124.653,4
spotify:track:0xzn2U71zNWLeJbE4Zat4C,"Space Age Love Song","A Flock Of Seagulls","A Flock Of Seagulls",1982-04-30,227866,55,false,rwinj,2025-06-01T14:37:40Z,"new wave,synthpop","Jive",0.493,0.516,2,-13.071,1,0.0295,0.00072,0.229,0.121,0.621,139.865,4
spotify:track:4UCTgh5jvtqoaMX6MAhUNn,"Personal Jesus - Single Version","The Singles 86-98","Depeche Mode",1998-09-28,224933,74,false,rwinj,2025-06-01T14:37:58Z,"new wave,synthpop,darkwave","Venusnote Ltd.",0.673,0.899,11,-3.528,1,0.0434,0.0911,0.0172,0.0481,0.793,129.885,4
spotify:track:40lKv5fLpzPHV1YQ7nrfMg,"I Will Follow","The Best Of 1980 - 1990","U2",1998-11-02,215840,50,false,rwinj,2025-06-01T14:38:32Z,"rock","UMC (Universal Music Catalogue)",0.365,0.908,8,-7.314,1,0.0712,0.000304,0.0000433,0.24,0.613,155.181,4
spotify:track:2EEinN4Zk8MUv4OQuLsTBj,"Age of Consent - 2015 Remaster","Power Corruption and Lies","New Order",1983-05-02,315333,68,false,rwinj,2025-06-01T14:39:42Z,"new wave,synthpop,post-punk,madchester","Rhino",0.372,0.91,2,-5.559,1,0.0392,0.00101,0.0944,0.13,0.756,161.964,4
spotify:track:3XggELqP0NoiOxhMDhSWBp,"Mirror in the Bathroom - 2012 Remaster","I Just Can’t Stop It (2012 Remaster)","The English Beat",1980-05-23,188586,55,false,rwinj,2025-06-01T14:42:04Z,"ska,new wave","Rhino",0.636,0.644,7,-10.379,1,0.0413,0.161,0.0353,0.0295,0.948,171.844,4
spotify:track:5vmRQ3zELMLUQPo2FLQ76x,"Smalltown Boy","The Age of Consent","Bronski Beat",1984-10-15,302413,81,false,rwinj,2025-06-01T14:43:04Z,"synthpop,hi-nrg","London Records (Because Ltd)",0.685,0.584,5,-10.616,0,0.0276,0.29,0.01,0.124,0.94,134.546,4
spotify:track:1mb5bblw96UieIjCPlWyEw,"Everything Counts","Construction Time Again","Depeche Mode",1983-08-22,261053,40,false,rwinj,2025-06-01T14:44:18Z,"new wave,synthpop,darkwave","Venusnote Ltd.",0.628,0.601,9,-13.372,0,0.0273,0.187,0,0.312,0.704,113.668,4
spotify:track:4fjsOdrWMaKf70x21h5XbX,"Vasoline - 2019 Remaster","Purple (2019 Remaster)","Stone Temple Pilots",1994-06-07,176546,69,false,rwinj,2025-06-01T14:58:57Z,"grunge,alternative rock,post-grunge,rock","Rhino Atlantic",0.295,0.977,10,-7.086,1,0.088,0.00147,0.000187,0.0887,0.353,168.672,4
spotify:track:6tQZF97hLLRmh7nYXnu1Df,"Unglued","Raw and Rocking","Stone Temple Pilots",2020-12-11,154026,7,false,rwinj,2025-06-04T00:35:03Z,"grunge,alternative rock,post-grunge,rock","Warner Music Group - X5 Music Group",0.424,0.986,9,-5.974,1,0.0632,0.00031,0.0158,0.126,0.347,146.455,4
spotify:track:7bEDDsy2LFC0KSqhZp5nPE,"Sweet Disaster","This Album Does Not Exist","DREAMERS",2016-08-26,205173,55,false,rwinj,2025-06-04T00:37:23Z,"","Fairfax Recordings",0.515,0.821,0,-2.333,1,0.0309,0.00794,0,0.0787,0.425,86.995,4
spotify:track:52LL3IFB8N3PaJmoZ8Xii1,"The Way You Used To Do","Villains","Queens of the Stone Age",2017-08-25,274281,64,false,rwinj,2025-06-04T01:08:40Z,"stoner rock,alternative rock","Matador",0.482,0.843,0,-5.909,1,0.288,0.0103,0.103,0.362,0.433,97.907,4
spotify:track:1D3YGmST01Ba0WRiT7THPG,"I Sat by the Ocean","...Like Clockwork","Queens of the Stone Age",2013-06-03,235586,68,false,rwinj,2025-06-04T01:09:27Z,"stoner rock,alternative rock","Matador",0.516,0.78,8,-4.004,0,0.0364,0.00136,0.000715,0.11,0.899,116.794,4
spotify:track:1RwDsaft1szD0FO3DVEtaT,"The Lost Art Of Keeping A Secret","Rated R","Queens of the Stone Age",2000-06-06,216000,60,false,rwinj,2025-06-04T01:12:39Z,"stoner rock,alternative rock","Interscope",0.544,0.791,1,-4.788,1,0.0353,0.0756,0.00951,0.719,0.418,110.754,4
spotify:track:0MHHAIjPAd3OSfBS3H0fPg,"My God Is the Sun","...Like Clockwork","Queens of the Stone Age",2013-06-03,235400,60,false,rwinj,2025-06-04T01:14:52Z,"stoner rock,alternative rock","Matador",0.187,0.855,11,-4.316,0,0.0624,0.000531,0.0204,0.361,0.257,160.892,3
spotify:track:6skC0VsaOZE1kG4CwXI2Zj,"Sex Type Thing - 2017 Remaster","Core (Super Deluxe Edition)","Stone Temple Pilots",1992-09-29,217813,67,false,rwinj,2025-06-04T01:17:29Z,"grunge,alternative rock,post-grunge,rock","Rhino Atlantic",0.406,0.925,9,-7.336,1,0.041,0.00000139,0.624,0.0418,0.773,134.252,4
spotify:track:1iArQTuOzxvrtniGmkyy92,"Burden In My Hand","Down On The Upside","Soundgarden",1996-05-21,290106,67,false,rwinj,2025-06-04T01:18:19Z,"grunge,post-grunge,hard rock","A&M",0.319,0.803,10,-8.928,1,0.0394,0.00534,0.0126,0.177,0.589,183.031,4
spotify:track:6wNwHBUjsessjRioNVFbaO,"Sour Girl","No. 4","Stone Temple Pilots",1999,256253,61,false,rwinj,2025-06-04T01:18:52Z,"grunge,alternative rock,post-grunge,rock","Atlantic Records",0.394,0.663,0,-6.619,1,0.0295,0.0769,0.00644,0.239,0.737,207.575,4
spotify:track:7uJLdyIAaYLGT0oLw7I6b3,"New Fang","Them Crooked Vultures","Them Crooked Vultures",2009-11-17,228639,57,false,rwinj,2025-06-04T01:20:39Z,"stoner rock","Them Crooked Vultures",0.278,0.961,7,-3.845,1,0.0607,0.00000736,0.000662,0.0268,0.752,189.664,4
spotify:track:5ByJlcDmUzK69tpub789AB,"Dead End Friends","Them Crooked Vultures","Them Crooked Vultures",2009-11-17,195531,56,false,rwinj,2025-06-04T01:24:09Z,"stoner rock","Them Crooked Vultures",0.343,0.963,6,-3.354,1,0.106,0.00338,0.0136,0.72,0.55,151.496,4
spotify:track:0nCAVzknkzRXRgB6LhRv04,"Molly's Chambers","Youth And Young Manhood","Kings of Leon",2003-08-19,134906,63,false,rwinj,2025-06-04T01:25:28Z,"","RCA/Legacy",0.598,0.911,11,-3.97,1,0.0515,0.222,0.00000384,0.216,0.953,146.469,4
spotify:track:5LlsD7LdSMkGV4Iu0a2Zq0,"Waste A Moment","WALLS","Kings of Leon",2016-10-14,183093,75,false,rwinj,2025-06-04T01:26:02Z,"","RCA Records Label",0.436,0.85,2,-4.86,1,0.0617,0.000861,0.74,0.128,0.537,152.644,4
spotify:track:4fPBB44eDH71YohayI4eKV,"You Only Live Once","First Impressions Of Earth","The Strokes",2006-01-03,189226,74,false,rwinj,2025-06-04T01:28:21Z,"garage rock,indie rock,alternative rock","RCA Records Label",0.63,0.908,11,-2.42,1,0.0326,0.0238,0.592,0.116,0.968,120.522,4
spotify:track:1yupbrI7ROhigIHpQBevPh,"Chicago","Illinois","Sufjan Stevens",2005-07-05,364613,63,false,rwinj,2025-06-04T01:30:01Z,"baroque pop","Asthmatic Kitty",0.582,0.464,7,-9.657,1,0.0304,0.585,0,0.0892,0.446,124.97,4
spotify:track:7cucVWdmNeaPJuo7WkxaZ8,"Boys in the Better Land","Dogrel","Fontaines D.C.",2019-04-12,300115,66,false,rwinj,2025-06-04T01:43:50Z,"post-punk","Partisan Records",0.392,0.973,9,-5.02,1,0.0733,0.000292,0.0000235,0.348,0.6,176.977,4
spotify:track:5QLHGv0DfpeXLNFo7SFEy1,"1979 - Remastered 2012","Mellon Collie And The Infinite Sadness (Deluxe Edition)","The Smashing Pumpkins",1995,266200,82,false,rwinj,2025-06-04T14:41:06Z,"alternative rock,rock","Virgin Records",0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,4
spotify:track:6G2NyhPJeIzgImNvq5WicQ,"CYR","CYR","The Smashing Pumpkins",2020-11-27,243160,43,false,rwinj,2025-06-04T14:47:15Z,"alternative rock,rock","Sumerian Records",0.671,0.879,8,-6.99,1,0.0278,0.000025,0.0262,0.0864,0.505,127.002,4
spotify:track:3ow0TQVttXQF8rLckmXgRx,"Cherub Rock - 2011 Remaster","Siamese Dream (Deluxe Edition)","The Smashing Pumpkins",1993,298253,68,false,rwinj,2025-06-04T14:50:07Z,"alternative rock,rock","Virgin Records",0.382,0.867,9,-7.426,1,0.0399,0.00000591,0.581,0.196,0.453,87.309,4
spotify:track:32fmQsWSAaDas2MJRyMSGG,"The Ghost Inside","Broken Bells","Broken Bells,Danger Mouse,James Mercer",2010-03-01,198040,60,false,rwinj,2025-06-06T20:28:19Z,"","Columbia",0.869,0.7,2,-4.966,1,0.0419,0.0571,0.414,0.0691,0.983,103.983,4
spotify:track:3dmqIB2Qxe2XZobw9gXxJ6,"Mary Jane's Last Dance","Greatest Hits","Tom Petty and the Heartbreakers",2008-05-20,273600,81,false,rwinj,2025-06-06T20:48:54Z,"classic rock","Geffen",0.464,0.654,7,-9.058,0,0.0608,0.0276,0.00000134,0.328,0.53,169.512,4
spotify:track:5boh3WTOJ1aOF6uUEF4HPh,"One Big Holiday","It Still Moves","My Morning Jacket",2003-09-09,321373,52,false,rwinj,2025-06-06T21:05:42Z,"jam band,alt country","ATO Records",0.412,0.917,9,-7.036,0,0.0525,0.0925,0.0143,0.24,0.313,136.85,4
spotify:track:7MjRtWS2teufvOiMM0BARZ,"Nearly Forgot My Broken Heart","Higher Truth","Chris Cornell",2015-09-18,234426,62,false,rwinj,2025-06-06T21:39:32Z,"grunge","A&M",0.593,0.781,0,-5.472,1,0.0285,0.0944,0.00000223,0.173,0.657,119.522,4
spotify:track:0qHP5SiBI218BhMwpYUUmo,"The Two Of Us","Damage and Joy","The Jesus and Mary Chain",2017-03-24,252386,0,false,rwinj,2025-06-06T23:15:38Z,"shoegaze,post-punk,dream pop,noise rock,new wave","Artificial Plastic Records",0.534,0.777,1,-4.13,1,0.0438,0.00299,0.00214,0.0607,0.492,132.963,4
spotify:track:1ULa3GfdMKs0MfRpm6xVlu,"We Dem Boyz","Blacc Hollywood (Deluxe)","Wiz Khalifa",2014-08-19,224933,68,true,rwinj,2025-06-06T23:35:18Z,"rap","Rostrum/Atlantic",0.717,0.862,8,-4.736,1,0.054,0.00689,0,0.321,0.52,130.021,4
spotify:track:2FlK6xytfBkPfTJ62MKbIN,"The Headmaster Ritual (Live)","Adrenalin Baby - Johnny Marr Live","Johnny Marr",2015-10-09,284826,0,false,rwinj,2025-06-06T23:55:23Z,"","BMG Rights Management (UK) Limited",0.397,0.972,9,-7.778,1,0.0492,0.0068,0.00493,0.945,0.631,151.925,4
spotify:track:3ovjw5HZZv43SxTwApooCM,"Wind Of Change","Crazy World","Scorpions",1990-01-01,312360,84,false,rwinj,2025-06-07T20:19:17Z,"hard rock,glam metal,rock","Island Mercury",0.452,0.524,0,-10.108,1,0.0351,0.315,0,0.103,0.246,151.505,4
spotify:track:7GonnnalI2s19OCQO1J7Tf,"Kickstart My Heart","Dr. Feelgood","Mötley Crüe",1989,282653,11,false,rwinj,2025-06-09T01:09:29Z,"glam metal,hard rock,glam rock","Mötley Records",0.359,0.981,7,-3.622,0,0.303,0.00125,0.00236,0.284,0.271,178.98,4
spotify:track:6G09JrmKdDAe29eSH8ZQmR,"Nothin' But A Good Time","Open Up And Say . . . Ahh!","Poison",1988-05-03,223406,58,false,rwinj,2025-06-09T13:49:48Z,"glam metal,glam rock","CAPITOL CATALOG MKT (C92)",0.467,0.969,1,-3.401,1,0.109,0.0419,0,0.329,0.51,129.171,4
spotify:track:08QP0rwnQSbbpGRIuXfrAY,"Talk Dirty To Me","Look What The Cat Dragged In - 20th Anniversary Edition","Poison",1986,223733,64,false,rwinj,2025-06-09T13:51:24Z,"glam metal,glam rock","Capitol Records",0.492,0.957,11,-3.67,1,0.0959,0.00853,0.000879,0.371,0.635,158.06,4
spotify:track:1wlKw9NAWVWpx7OIAyg9EA,"Fell On Black Days","Superunknown (Deluxe Edition)","Soundgarden",1994-03-09,283026,74,false,rwinj,2025-06-09T20:19:39Z,"grunge,post-grunge,hard rock","Geffen",0.574,0.739,4,-5.745,0,0.0271,0.00152,0.000328,0.141,0.514,101.069,3
spotify:track:2NJ5fMRTfFZofOaTccEN9k,"Dirty Little Thing","Contraband","Velvet Revolver",2004,236600,52,false,rwinj,2025-06-09T20:22:11Z,"grunge","RCA Records Label",0.267,0.991,9,-3.821,1,0.106,0.0000456,0.0664,0.175,0.288,167.61,4
spotify:track:75tCX7RI0eqD99yHMS8h4w,"Wild Flower","Electric","The Cult",1987-04-06,217466,56,false,rwinj,2025-06-09T20:50:58Z,"hard rock,glam metal,gothic rock","Beggars Banquet",0.532,0.699,4,-9.496,1,0.0618,0.00674,0.000269,0.0925,0.837,135.425,4
spotify:track:6ZzeXWwDvMzrgCWt9RwBj1,"Pretty Noose","Down On The Upside","Soundgarden",1996-05-21,251866,61,false,rwinj,2025-06-10T14:31:31Z,"grunge,post-grunge,hard rock","A&M",0.389,0.925,0,-7.97,1,0.0643,0.0000179,0.244,0.222,0.317,150.893,4
spotify:track:0AqjkVFqa1ujle4Lb1k9wR,"The Ocean - Remaster","Houses of the Holy (Remaster)","Led Zeppelin",1973-03-28,271397,63,false,rwinj,2025-06-11T14:46:36Z,"classic rock,rock,hard rock,rock and roll","Atlantic Records",0.401,0.56,9,-8.7,1,0.0612,0.08,0.0121,0.361,0.735,88.256,4
spotify:track:2DlHlPMa4M17kufBvI2lEN,"Chop Suey!","Toxicity","System Of A Down",2001-09-04,210240,89,false,rwinj,2025-06-12T00:54:49Z,"nu metal,metal,alternative metal,rap metal,rock","American/Columbia",0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,4
spotify:track:0snQkGI5qnAmohLE7jTsTn,"Toxicity","Toxicity","System Of A Down",2001-09-04,218933,88,false,rwinj,2025-06-12T00:55:14Z,"nu metal,metal,alternative metal,rap metal,rock","American/Columbia",0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,3
spotify:track:1oJ2a13bVN1RssKIWxKLe2,"Close to the Edge (I. The Solid Time of Change II. Total Mass Retain III. I Get up I Get Down IV. Seasons of Man)","Close to the Edge","Yes",1972-09-13,1118773,41,false,rwinj,2025-06-13T14:41:42Z,"progressive rock,art rock,aor","Rhino Atlantic",0.223,0.614,5,-10.805,1,0.0563,0.257,0.155,0.565,0.253,80.417,3
spotify:track:4zLMM82wGnGS0VIy3pq2yU,"Sabbra Cadabra - 2013 Remaster","Sabbath Bloody Sabbath (2014 Remaster)","Black Sabbath",1973-12-01,357084,50,false,rwinj,2025-06-13T14:52:10Z,"metal,heavy metal,rock,stoner rock,doom metal,hard rock,classic rock","Rhino/Warner Records",0.278,0.604,6,-13.542,1,0.048,0.0302,0.192,0.266,0.778,166.663,4
spotify:track:3DmHaJ9zYKj5Snos05lkVF,"Bad Penny","Top Priority (Remastered 2017)","Rory Gallagher",1979-09-16,245377,59,false,rwinj,2025-06-17T02:37:10Z,"blues rock,blues,modern blues,classic blues","UMC (Universal Music Catalogue)",0.252,0.729,2,-10.022,0,0.0646,0.0974,0.00881,0.045,0.689,199.738,4
spotify:track:3mG9OUXsLCfHr6F0ZlcNy0,"Used To Be - 50th Anniversary Edition","Deuce (50th Anniversary)","Rory Gallagher",2022-09-30,307960,16,false,rwinj,2025-06-17T02:44:22Z,"blues rock,blues,modern blues,classic blues","UMC (Universal Music Catalogue)",0.462,0.856,2,-7.657,1,0.0931,0.00104,0.00000942,0.317,0.422,119.826,4
spotify:track:1oTHteQbmJw15rPxPVXUTv,"Insane in the Brain","Black Sunday","Cypress Hill",1993-07-20,208266,76,true,rwinj,2025-06-18T02:04:08Z,"west coast hip hop,old school hip hop,rap rock,hip hop","Columbia",0.897,0.611,11,-10.489,1,0.211,0.0291,0.186,0.0894,0.769,102.304,4
spotify:track:1a8nzW9wIbqtkRvnEmUyHQ,"Halfway There","King Animal (Deluxe Version)","Soundgarden",2012-11-13,196146,40,false,rwinj,2025-06-18T21:02:33Z,"grunge,post-grunge,hard rock","UMC (Universal Music Catalogue)",0.596,0.886,0,-4.718,1,0.0302,0.00959,0.0000751,0.118,0.198,104.923,4
spotify:track:0NI4NnOb5B20mYTJqqJlb6,"Birth Ritual","Telephantasm","Soundgarden",2010-09-28,365586,43,false,rwinj,2025-06-18T21:12:20Z,"grunge,post-grunge,hard rock","Geffen",0.534,0.857,10,-7.75,1,0.0751,0.0000553,0.000488,0.361,0.437,131.182,1
spotify:track:0mRqUWxhx4UNztSp6LzS20,"Entering - Remastered","Screaming Life/Fopp","Soundgarden",2013-11-25,273800,35,false,rwinj,2025-06-21T20:21:27Z,"grunge,post-grunge,hard rock","Sub Pop Records",0.277,0.793,9,-7.263,1,0.0947,0.0114,0.949,0.179,0.342,149.124,4
spotify:track:1LvJ1PFobtIm5DwzRrK0jG,"Swallow My Pride","Dry as a Bone/Rehab Doll","Green River",1990-09-13,179800,43,false,rwinj,2025-06-24T15:16:16Z,"grunge,post-grunge","Sub Pop Records",0.349,0.869,4,-11.481,1,0.0934,0.423,0,0.76,0.193,127.44,4
spotify:track:08onVqQ8YicJ98Ycm1qoLf,"Urgent","4 (Expanded)","Foreigner",1981,271200,73,false,rwinj,2025-06-24T15:17:08Z,"aor,classic rock","Rhino Atlantic",0.855,0.803,4,-5.849,0,0.0316,0.342,0.00732,0.0841,0.962,114.867,4
spotify:track:6rz8k4FrzNs33CUUxPqiW7,"Synchronicity I - Remastered 2003","Synchronicity","The Police",1983-06-01,203000,0,false,rwinj,2025-06-25T23:46:56Z,"","A&M",0.435,0.908,7,-9.19,1,0.0519,0.00453,0.0268,0.0781,0.443,197.208,3
spotify:track:6o8bpkuFMRS2b25Vui9aDC,"One Hundred Years - 2005 Remaster","Pornography","The Cure",1982-05-03,401000,47,false,rwinj,2025-06-25T23:48:09Z,"new wave,post-punk,gothic rock,darkwave","Rhino/Elektra",0.436,0.881,7,-5.998,1,0.0439,0.00123,0.509,0.108,0.262,132.59,4
spotify:track:0n3TDqqbs7epxzHUi3QbC5,"Subdivisions","Signals","Rush",1982-09-09,334853,45,false,rwinj,2025-06-25T23:49:01Z,"progressive rock,classic rock,rock,hard rock,aor","Anthem Records Inc.",0.513,0.856,11,-9.283,0,0.0358,0.0472,0.0612,0.0876,0.489,133.28,3
