Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3UrGEZVC2bbMfVcI0DGOlB,"Hey Tonight","Pendulum (Expanded Edition)","Creedence Clearwater Revival",1970-12-07,162853,64,false,rwinj,2025-06-26T00:20:48Z,"classic rock,southern rock,country rock","Craft Recordings",0.709,0.78,4,-7.315,1,0.0323,0.0284,0.0839,0.185,0.691,128.826,4
spotify:track:46Y1VsEbWAQ7dIZe1gpnve,"You Only Live Once","First Impressions Of Earth","The Strokes",2005-12-22,189226,1,false,rwinj,2025-06-26T00:22:00Z,"garage rock,indie rock,alternative rock","RCA Records Label",0.63,0.907,11,-2.42,1,0.0326,0.0243,0.599,0.116,0.968,120.529,4
spotify:track:3HCDGtLZabH3umLgwCBpDB,"Send Me An Angel","Heartland","Real Life",1983-01-01,232631,64,false,rwinj,2025-06-26T16:52:25Z,"new wave,synthpop","Curb Records",0.57,0.915,7,-5.846,0,0.0521,0.0112,0.000474,0.208,0.386,129.903,4
spotify:track:4d6eqRtpDX7tydHJGDZUBQ,"She Drives Me Crazy","The Raw & The Cooked","Fine Young Cannibals",1988-01-01,215773,79,false,rwinj,2025-06-26T16:54:03Z,"","London Records (Because Ltd)",0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804,4
spotify:track:7BIsEOxWH7hpTgCV60vXv7,"April Skies","Darklands","The Jesus and Mary Chain",1987-08-31,240800,46,false,rwinj,2025-06-27T16:21:37Z,"shoegaze,post-punk,dream pop,noise rock,new wave","Artificial Plastic",0.545,0.588,3,-11.854,1,0.0363,0.0315,0.141,0.128,0.609,118.801,4
spotify:track:3Oa8vnNXStoOHLbJwwMEDP,"Lips Like Sugar","Echo & The Bunnymen","Echo & the Bunnymen",1987-07-06,291866,59,false,rwinj,2025-06-27T17:29:04Z,"new wave,post-punk,gothic rock,darkwave","Rhino/Warner Records",0.552,0.934,4,-4.039,1,0.0299,0.00448,0.0212,0.258,0.863,130.001,4
spotify:track:72boGlgSwUK01n44O2tOCv,"Lost in the Supermarket - Remastered","London Calling (Remastered)","The Clash",1979,226946,62,false,rwinj,2025-06-27T17:40:06Z,"punk","Sony Music UK",0.608,0.634,4,-11.24,1,0.0727,0.0568,0.00615,0.116,0.84,147.515,4
spotify:track:4qz8PpznLcX5AtoUusIiAh,"A Girl Like You","Smithereens 11","The Smithereens",1989-10-18,282866,51,false,rwinj,2025-06-27T17:46:58Z,"power pop,jangle pop,new wave","Capitol Records",0.657,0.828,1,-9.344,1,0.0283,0.0892,0,0.0575,0.908,123.799,4
spotify:track:1MV5BzujqyRQ417qj0rXNS,"I Will Dare","Let It Be (Expanded)","The Replacements",1984,197426,53,false,rwinj,2025-06-27T17:52:02Z,"power pop,jangle pop","Ryko/Rhino",0.456,0.857,7,-5.854,1,0.0833,0.00157,0.0344,0.333,0.559,167.709,4
spotify:track:2RaA6kIcvomt77qlIgGhCT,"Breaking the Law","British Steel","Judas Priest",1980,153840,75,false,rwinj,2025-06-27T18:10:11Z,"heavy metal,metal,hard rock,glam metal","Sony Music CG",0.362,0.961,2,-5.664,1,0.0857,0.024,0.00000935,0.159,0.491,164.019,4
spotify:track:2tAeN2TKlQLOoSPXtARzBV,"Eruption - 2015 Remaster","Van Halen (Remastered)","Van Halen",1978-02-10,102080,65,false,rwinj,2025-06-28T15:47:04Z,"glam metal,classic rock,rock,hard rock","Rhino/Warner Records",0.225,0.689,8,-9.12,1,0.0555,0.469,0.813,0.337,0.5,93.798,4
spotify:track:6nm0hSPGUOJGSBcLeDlgFT,"Primary - 2005 Remaster","Faith","The Cure",1981-04-10,219533,47,false,rwinj,2025-06-28T15:51:48Z,"new wave,post-punk,gothic rock,darkwave","Rhino/Elektra",0.496,0.89,9,-7.461,1,0.051,0.0185,0.254,0.738,0.898,171.442,4
spotify:track:3O4TPMOgChXOerSdB5WENH,"A Forest - 2006 Remaster","Seventeen Seconds (Deluxe Edition)","The Cure",1980-04-18,354933,61,false,rwinj,2025-06-28T15:52:49Z,"new wave,post-punk,gothic rock,darkwave","Rhino/Elektra",0.633,0.62,0,-11.271,1,0.0648,0.34,0.605,0.0977,0.421,81.117,4
spotify:track:1JkZg3eMQTmTn93E8Yd3UL,"I Want You to Want Me","In Color","Cheap Trick",1977-09,191226,70,false,rwinj,2025-06-28T15:53:18Z,"power pop,aor,classic rock,glam rock","Epic/Legacy",0.806,0.462,2,-12.778,1,0.0298,0.774,0.0122,0.15,0.738,92.726,4
spotify:track:3k6L0H08zSY5yRDgqI8fqx,"Just Because","Strays","Jane's Addiction",2003-01-01,231853,58,false,rwinj,2025-06-29T00:47:42Z,"funk rock,grunge","Capitol Records",0.369,0.996,10,-1.531,0,0.0931,0.0000383,0.14,0.249,0.209,98.162,4
spotify:track:0hbgaixFghGK7zjc3p27H6,"Ripple","Ripple","Good Neighbours",2025-01-24,161007,70,false,rwinj,2025-06-29T16:14:06Z,"","Polydor Records",0.487,0.914,4,-3.765,1,0.176,0.0411,0.000178,0.244,0.677,84.998,4
